,Handle,Date,Text,Compound_Score,Positive_score,Negative_score,Neutral_score
241,@CNN,Mon Apr 02 23:22:36 +0000 2018,@parscale @CNN Trump: Using children as human shields against big bad reporters since '18!,-0.5848,0.0,0.226,0.774
242,@CNN,Mon Apr 02 23:22:34 +0000 2018,@CNN  https://t.co/G9PjBKzgOZ,0.0,0.0,0.0,1.0
243,@CNN,Mon Apr 02 23:22:34 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
244,@CNN,Mon Apr 02 23:22:34 +0000 2018,"@CNN Adios, hate monger. When will people learn that racist hatred has no place in society?",-0.9337,0.0,0.54,0.46
245,@CNN,Mon Apr 02 23:22:33 +0000 2018,@destination1111 @SamPepper1965 @Ialbabakri @Rainbojangles @SpoonMatrix @linanloo @malkaavram @M0sstr00per… https://t.co/kq4k9IOhZd,0.0,0.0,0.0,1.0
246,@CNN,Mon Apr 02 23:22:32 +0000 2018,"RT @RealCandaceO: For the record, when @donlemon invited me onto his show, I said yes. I fundamentally disagree with him on everything, but…",0.0258,0.111,0.107,0.782
247,@CNN,Mon Apr 02 23:22:31 +0000 2018,RT @Op_Liberti: While @CNN is busy conjuring up #FakeNews the same can be observed regarding @MSNBC. It appears #NXIVM isn't allowed to be…,0.0,0.0,0.0,1.0
248,@CNN,Mon Apr 02 23:22:31 +0000 2018,"RT @rameshchahal: #?????
#SaintMSG_Initiative59
@derasachasauda ??????? ??? ??? ??????? ??? ???? ?? ?? ???? ?? ????????? ????? ?? ????? ??…",0.0,0.0,0.0,1.0
249,@CNN,Mon Apr 02 23:22:31 +0000 2018,@parscale @CNN Go back to Russia or where ever you came from.,0.0,0.0,0.0,1.0
250,@CNN,Mon Apr 02 23:22:30 +0000 2018,"@parscale @CNN You be smoking hash, pot, Elmers glue?",0.0,0.0,0.0,1.0
251,@CNN,Mon Apr 02 23:22:30 +0000 2018,@TelcoJ @CNN @Celgene @TMobile @GEICO @Progressive @abbvie @Nutrisystem @BMW @NordVPN @ATT @GoodRx I agree. I calle… https://t.co/0X0uLsCUZV,0.3612,0.152,0.0,0.848
252,@CNN,Mon Apr 02 23:22:30 +0000 2018,"RT @OHenryHernandez: @CNN [[[ Sean Hannity:
""There will be a civil war if Mueller
finds anything on Trump""
https://t.co/fDj3mXODKF ]]]

…As…",-0.5994,0.0,0.17,0.83
253,@CNN,Mon Apr 02 23:22:29 +0000 2018,"RT @MillenPolitics: Can’t rally.
Can’t kneel.
Can’t march.
Can’t boycott.
Can’t assemble.

What’s the right way to protest, @CNN? https://t…",-0.5106,0.0,0.193,0.807
254,@CNN,Mon Apr 02 23:22:29 +0000 2018,RT @CNN: President Trump has nominated Justin Muzinich as the Treasury Department's deputy secretary. He will serve as Treasury Secretary S…,0.3818,0.159,0.0,0.841
255,@CNN,Mon Apr 02 23:22:29 +0000 2018,@Acosta @BarackObama @CNN @realDonaldTrump @RealJamesWoods @seanhannity @TuckerCarlson anyone remember when Preside… https://t.co/CUy7Yqaqhb,0.0,0.0,0.0,1.0
256,@CNN,Mon Apr 02 23:22:28 +0000 2018,"@parscale @CNN Seems to me, Trump was the one telling children about our bigger better stronger everything, NOT Aco… https://t.co/tbSnW4MTKp",0.6705,0.234,0.0,0.766
257,@CNN,Mon Apr 02 23:22:28 +0000 2018,"RT @SebGorka: Despicable. 

@Acosta is a self-aggrandizing activist hack. 

And @CNN has lost all pretense of being a provider of news. 

h…",-0.3182,0.0,0.108,0.892
258,@CNN,Mon Apr 02 23:22:28 +0000 2018,"RT @CNN: Oklahoma teachers are rallying and walking out of classes, expressing frustration over funding and salaries.

Follow for live upda…",-0.4767,0.0,0.134,0.866
259,@CNN,Mon Apr 02 23:22:28 +0000 2018,@CNN Has Maxine Waters been fired yet?,-0.5574,0.0,0.375,0.625
260,@CNN,Mon Apr 02 23:22:28 +0000 2018,RT @CNN: This 17-year-old applied to 20 of the best universities in the US and was admitted to every single one with a full ride — and $260…,0.6808,0.189,0.0,0.811
261,@CNN,Mon Apr 02 23:22:27 +0000 2018,"RT @midnightride20: I hope #CNN keeps Jim Acosta as their @WhiteHouse correspondent. 

@Acosta embarrasses himself and @CNN every time he s…",0.0516,0.123,0.114,0.763
262,@CNN,Mon Apr 02 23:22:27 +0000 2018,"@CNN's latest display of hypocrisy and bias:

JFK? His infidelity was ""legendary.""
Trump? He's a sexual predator.… https://t.co/vndFOXh6VR",-0.1926,0.0,0.099,0.901
263,@CNN,Mon Apr 02 23:22:27 +0000 2018,RT @theplayapreneur: #ThisIsNot1968 &amp; Because I have yet to be able to encourage the @CityOfMemphis &amp; @MayorMemphis to act with integrity &amp;…,0.7096,0.237,0.0,0.763
264,@CNN,Mon Apr 02 23:22:27 +0000 2018,"RT @MillenPolitics: Can’t rally.
Can’t kneel.
Can’t march.
Can’t boycott.
Can’t assemble.

What’s the right way to protest, @CNN? https://t…",-0.5106,0.0,0.193,0.807
265,@CNN,Mon Apr 02 23:22:25 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
266,@CNN,Mon Apr 02 23:22:25 +0000 2018,"RT @Clyatt: @realDonaldTrump Unlike @realDonaldTrump I worked on-air for #SINclair for 5 years in both #Baltimore &amp; #Harrisburg, I’ll be ta…",0.0,0.0,0.0,1.0
267,@CNN,Mon Apr 02 23:22:25 +0000 2018,The IGNORANT people on @CNN like @PaulBegala @ErinBurnett are calling @realDonaldTrump a racist for wanting to stop… https://t.co/YQJsDORUpB,-0.6523,0.107,0.293,0.6
268,@CNN,Mon Apr 02 23:22:25 +0000 2018,@vestonash @NeverTrumpTexan @SteveSm43146088 @parscale @CNN  https://t.co/ajGVhDYNOI,0.0,0.0,0.0,1.0
269,@CNN,Mon Apr 02 23:22:25 +0000 2018,@CNN $50 says he wasn't vetted.,0.0,0.0,0.0,1.0
270,@CNN,Mon Apr 02 23:22:24 +0000 2018,"RT @RealCandaceO: For the record, when @donlemon invited me onto his show, I said yes. I fundamentally disagree with him on everything, but…",0.0258,0.111,0.107,0.782
271,@CNN,Mon Apr 02 23:22:24 +0000 2018,"RT @memeddrews: Tourismus Boykott für die Türkei
#BoycottTurkeyTourism
@BILD
@DeutscheWelle
@AFP
@nytimes
@CNN
@BBCBreaking
@BBCWorld
@Reut…",-0.5994,0.0,0.206,0.794
272,@CNN,Mon Apr 02 23:22:24 +0000 2018,RT @heavyduti1: @RealCandaceO @pittsburghbuz @Acosta @CNN @Acosta must have Tourette Syndrome.   His only talent apparently.,0.4215,0.167,0.0,0.833
273,@CNN,Mon Apr 02 23:22:24 +0000 2018,@DonnaWe51549635 @Eagle50425849 @cjsienna55 @Icon99558924 @JLadstone @OhRoyalOne @shaistasalam1 @JSinghF @lunermoth… https://t.co/jlWH43287b,0.0,0.0,0.0,1.0
274,@CNN,Mon Apr 02 23:22:23 +0000 2018,RT @cjsienna55: @BrutalVeracity @FarSight3 @Eagle50425849 @Icon99558924 @JLadstone @OhRoyalOne @shaistasalam1 @JSinghF @lunermoth @Dausdava…,0.0,0.0,0.0,1.0
275,@CNN,Mon Apr 02 23:22:23 +0000 2018,"RT @JonathanFlora3: @parscale @CNN Jim Acosta is a journalist, journalists ask questions. Maybe the President should hold an actual press c…",0.0,0.0,0.0,1.0
276,@CNN,Mon Apr 02 23:22:22 +0000 2018,"RT @KyleKashuv: Just so everyone knows, @CNN would NEVER take a side. @joanwalsh https://t.co/BN6qgYYPyG",0.0,0.0,0.0,1.0
277,@CNN,Mon Apr 02 23:22:22 +0000 2018,"RT @CNN: A Florida middle school teacher is resigning after it was found she was also the host of a white supremacist podcast called ""Unapo…",-0.1027,0.061,0.078,0.861
278,@CNN,Mon Apr 02 23:22:22 +0000 2018,"RT @CNN: Teachers in Oklahoma are walking out of school in protest, demanding better salaries and funding from lawmakers.

Watch live on Fa…",0.0,0.108,0.146,0.746
279,@CNN,Mon Apr 02 23:22:22 +0000 2018,@parscale @CNN Maybe Jim should stop trying to yell at the President. You can ask him a question and if he chooses… https://t.co/a3LZoZe91h,-0.296,0.0,0.095,0.905
280,@CNN,Mon Apr 02 23:22:22 +0000 2018,RT @Cordarryll: Retweet... I love @CNN,0.6369,0.512,0.0,0.488
281,@CNN,Mon Apr 02 23:22:22 +0000 2018,RT @CNN: The giant panda is no longer an endangered species https://t.co/Tl5tM3Xzbg https://t.co/SaUdIGvLUO,-0.296,0.0,0.155,0.845
282,@CNN,Mon Apr 02 23:22:21 +0000 2018,"RT @ari_russian: Jim Acosta INAPPROPRIATELY yelling at Trump in front of children at White House Easter Egg Hunt. 

Time for ALL @cnn adver…",0.0,0.0,0.0,1.0
283,@CNN,Mon Apr 02 23:22:21 +0000 2018,"#???????_????_?????_???????635 
#StopEnslavingSaudiWomen 
@BBCWorld @TheAtlantic @hrw @CNN",0.0,0.0,0.0,1.0
284,@CNN,Mon Apr 02 23:22:21 +0000 2018,"RT @thebradfordfile: Jim Acosta doesn't need to be fired. What he needs is a timeout, an hour in the corner and all his toys taken away.

@…",-0.5574,0.0,0.126,0.874
285,@CNN,Mon Apr 02 23:22:21 +0000 2018,RT @JimmyKa72236240: @CNN NO KIDDING,-0.2023,0.264,0.364,0.372
286,@CNN,Mon Apr 02 23:22:20 +0000 2018,"RT @CNN: Winnie Mandela, the South African anti-apartheid activist and former wife of the late President Nelson Mandela, has died at the ag…",-0.5574,0.0,0.141,0.859
287,@CNN,Mon Apr 02 23:22:19 +0000 2018,"@parscale @CNN Wow Brad, think you’ll like prison? Maybe with a beach like Guantanamo?",0.7059,0.427,0.154,0.419
288,@FoxNews,Mon Apr 02 23:22:53 +0000 2018,RT @FoxNews: BREAKING: #Trump administration sues California over federal land sales https://t.co/qIsZuWiPwZ,0.0,0.0,0.0,1.0
289,@FoxNews,Mon Apr 02 23:22:52 +0000 2018,"RT @MAGAVoice: ??? 
BEST NEWS of the DAY
  #MondayMotivaton  ?
I feel like dancing ?
?@FoxNews 
Congrats Laura. We ??You. https://t.co/xNxp…",0.8964,0.419,0.0,0.581
290,@FoxNews,Mon Apr 02 23:22:52 +0000 2018,RT @realDonaldTrump: Governor Jerry “Moonbeam” Brown pardoned 5 criminal illegal aliens whose crimes include (1) Kidnapping and Robbery (2)…,-0.7269,0.079,0.293,0.628
291,@FoxNews,Mon Apr 02 23:22:52 +0000 2018,"RT @FoxNews: .@kimguilfoyle: “@POTUS didn’t kill DACA…I think the Democrats killed it, and people who were too entrenched in their own poli…",-0.8807,0.0,0.315,0.685
292,@FoxNews,Mon Apr 02 23:22:52 +0000 2018,"RT @realMikeLindell: I did not take my advertising down from @IngrahamAngle and @FoxNews, nor do I intend to. @seanhannity",0.0,0.0,0.0,1.0
293,@FoxNews,Mon Apr 02 23:22:52 +0000 2018,@FoxNews Someone along the way told this genius that she was funny. It’s all their fault !,0.126,0.16,0.136,0.704
294,@FoxNews,Mon Apr 02 23:22:52 +0000 2018,@FoxNews @TomiLahren @seanhannity @realDonaldTrump @RealJamesWoods @MarkDice @Education4Libs @Liz_Wheeler… https://t.co/GROUY4tWXg,0.0,0.0,0.0,1.0
295,@FoxNews,Mon Apr 02 23:22:52 +0000 2018,@ron7227 @rolandsmartin @EugeneMcCarty @Realjeanguy @RealCandaceO @TPUSA @FoxNews @TJMShow @MichaelSteele EXCELLENT!!!,0.7437,0.371,0.0,0.629
296,@FoxNews,Mon Apr 02 23:22:51 +0000 2018,RT @funder: .@FoxNews-It’s time for you to #FireIngraham. Everyone who retweets this agrees. What she did was wrong &amp; it requires terminati…,-0.2732,0.08,0.124,0.797
297,@FoxNews,Mon Apr 02 23:22:51 +0000 2018,@stephies_world @FoxNews @IngrahamAngle This is brilliant news! Liberals were telling me Fox abandoned her. So glad… https://t.co/80lytqsORB,0.2714,0.185,0.136,0.679
298,@FoxNews,Mon Apr 02 23:22:51 +0000 2018,@realMikeLindell @IngrahamAngle @FoxNews @seanhannity Thank you for not falling for those bullying tactics Mr. Lind… https://t.co/NtC1DFJ0Yp,-0.2396,0.189,0.187,0.624
299,@FoxNews,Mon Apr 02 23:22:50 +0000 2018,"RT @NothingYouHear: ?Cheers!?
Thank you @FoxNews
We all know that doing the right thing is sometimes the hardest path to walk!
#IStandWithL…",0.4738,0.128,0.0,0.872
300,@FoxNews,Mon Apr 02 23:22:49 +0000 2018,@i95DanCT @cougargurl @DeanObeidallah @Mediaite @ATT @FoxNews @IngrahamAngle @verizon @sprint @TMobile Oh. My feeli… https://t.co/tjFn2JpGPz,0.0,0.0,0.0,1.0
301,@FoxNews,Mon Apr 02 23:22:49 +0000 2018,"RT @peaceandjoy101: Thank you @FoxNews!!!

Laura Ingraham is watched and loved by millions. 

I will vigorously support her advertisers.…",0.8879,0.45,0.0,0.55
302,@FoxNews,Mon Apr 02 23:22:49 +0000 2018,"RT @KamVTV: That moment when @FoxNews say they support @IngrahamAngle after Democrats and children try to bully her. 

-Merica https://t.co…",-0.128,0.113,0.134,0.753
303,@FoxNews,Mon Apr 02 23:22:49 +0000 2018,@FoxNews That’s sad!! I thought the problem in Florida was solved because they banned armalite rifles in that state… https://t.co/RDcAZ1OSdz,-0.8065,0.079,0.354,0.566
304,@FoxNews,Mon Apr 02 23:22:49 +0000 2018,"RT @RF_P0TUS: Dear @NBC, @ABC, @CBS: You are pleased to sully your reputations by having your affiliates parrot Sinclair's state propaganda…",0.6705,0.224,0.0,0.776
305,@FoxNews,Mon Apr 02 23:22:49 +0000 2018,@belikemike @millinos @FoxNews @WhiteHouse The worst news for Americans! Russia is NOT our ally! They are our enemy… https://t.co/c3sagUdlva,-0.6892,0.0,0.206,0.794
306,@FoxNews,Mon Apr 02 23:22:48 +0000 2018,"@GusTheTerror @FoxNews We laugh at Faux fake media! We like 
Kathy!",0.555,0.376,0.174,0.45
307,@FoxNews,Mon Apr 02 23:22:48 +0000 2018,@realMikeLindell @IngrahamAngle @FoxNews @seanhannity Thank you!!,0.4738,0.381,0.0,0.619
308,@FoxNews,Mon Apr 02 23:22:48 +0000 2018,RT @FoxNews: BREAKING: #Trump administration sues California over federal land sales https://t.co/qIsZuWiPwZ,0.0,0.0,0.0,1.0
309,@FoxNews,Mon Apr 02 23:22:48 +0000 2018,"Cable News Ratings Friday March 30

Average Viewers . . . 
6 am to Midnight
@FoxNews 1,478,167
@MSNBC   1,126,325… https://t.co/wYTmqldMiu",0.0,0.0,0.0,1.0
310,@FoxNews,Mon Apr 02 23:22:47 +0000 2018,"RT @FoxNews: .@PressSec on @POTUS, DACA: “He wanted to see something get done and Democrats refused to actually put something on the table…",-0.296,0.0,0.091,0.909
311,@FoxNews,Mon Apr 02 23:22:47 +0000 2018,@BUDDHAsPALM @TheJusticeDept @realDonaldTrump @seanhannity @FoxNews @dbongino Haha y’all keep throwing shit at the… https://t.co/3M1Ni6PZts,-0.1531,0.161,0.194,0.645
312,@FoxNews,Mon Apr 02 23:22:47 +0000 2018,"RT @AmericanHotLips: @FoxNews is #StandWithLauraIngram by releasing a no nonsense statement of support??

“We cannot and will not allow voi…",-0.6774,0.0,0.291,0.709
313,@FoxNews,Mon Apr 02 23:22:46 +0000 2018,RT @FoxNews: Stoneman Douglas students return to class mandatory carrying clear backpacks https://t.co/arcZRqMaEb,0.4404,0.262,0.0,0.738
314,@FoxNews,Mon Apr 02 23:22:46 +0000 2018,Air Force veteran sues after being pulled from ceremony mid-speech via the @FoxNews App @RepMikeJohnson ? https://t.co/VIRZGvZSOL,0.0,0.0,0.0,1.0
315,@FoxNews,Mon Apr 02 23:22:46 +0000 2018,@esjacobs @FoxNews it was funny watching the old ho apologize and cry after,0.0516,0.247,0.178,0.575
316,@FoxNews,Mon Apr 02 23:22:46 +0000 2018,@bristei @FoxNews @IngrahamAngle Does she bully and threaten them too?,-0.7003,0.0,0.42,0.58
317,@FoxNews,Mon Apr 02 23:22:45 +0000 2018,"@AngelusMendez @daiconrad @minter1a @1765e88972254c9 @FoxNews @kimguilfoyle @POTUS @schumer Checked. 
https://t.co/5orcbsHJEk",0.0,0.0,0.0,1.0
318,@FoxNews,Mon Apr 02 23:22:44 +0000 2018,RT @FoxNews: Stoneman Douglas students return to class mandatory carrying clear backpacks https://t.co/arcZRqMaEb,0.4404,0.262,0.0,0.738
319,@FoxNews,Mon Apr 02 23:22:43 +0000 2018,RT @FoxNews: Students at Florida high school stage walkout in support of Second Amendment https://t.co/u8qoYHEqlW,0.1027,0.15,0.128,0.722
320,@FoxNews,Mon Apr 02 23:22:43 +0000 2018,"@FoxNews You got 2 things right you have red hair and your obnoxious. Funny, NO.",-0.4648,0.146,0.299,0.555
321,@FoxNews,Mon Apr 02 23:22:43 +0000 2018,"RT @DallasIrey: #Trympville will always #StandWithIngraham
David Hogg who??
Laura is a mother of three adopted children who devotes her lif…",0.4515,0.135,0.0,0.865
322,@FoxNews,Mon Apr 02 23:22:43 +0000 2018,RT @GodcallsBS: ? VIOLENCE PROVACATEURS. Call it what it is. Thats what @seanhannity and @FoxNews has become. They will destroy Fox News wi…,-0.8531,0.0,0.294,0.706
323,@FoxNews,Mon Apr 02 23:22:43 +0000 2018,"RT @AmericanHotLips: @FoxNews is #StandWithLauraIngram by releasing a no nonsense statement of support??

“We cannot and will not allow voi…",-0.6774,0.0,0.291,0.709
324,@FoxNews,Mon Apr 02 23:22:43 +0000 2018,RT @buffet_juridico: @FoxNews Mexico is NOT gonna do it! They Hate US! Mexico is actually AIDING AS WE SPEAK The Caravan &amp; helping them to…,-0.4738,0.075,0.145,0.78
325,@FoxNews,Mon Apr 02 23:22:42 +0000 2018,"RT @AnthemRespect: ????????????
FOX NEWS STANDS WITH LAURA

@FoxNews @IngrahamAngle 
???????????
#IstandWithLaura
#BoycottTheBoycotters 

#…",0.0,0.0,0.0,1.0
326,@FoxNews,Mon Apr 02 23:22:42 +0000 2018,RT @FoxNews: Stoneman Douglas students return to class mandatory carrying clear backpacks https://t.co/arcZRqMaEb,0.4404,0.262,0.0,0.738
327,@FoxNews,Mon Apr 02 23:22:42 +0000 2018,"RT @FoxNews: .@DiamondandSilk on @JoeBiden: ""The people [voting Democrat] need to look at this person that represents the Democratic Party.…",0.0,0.0,0.0,1.0
328,@FoxNews,Mon Apr 02 23:22:41 +0000 2018,"RT @realMikeLindell: I did not take my advertising down from @IngrahamAngle and @FoxNews, nor do I intend to. @seanhannity",0.0,0.0,0.0,1.0
329,@FoxNews,Mon Apr 02 23:22:41 +0000 2018,RT @caputo12_caputo: @FoxNews Lying Mexican ??,-0.5267,0.0,0.405,0.595
330,@FoxNews,Mon Apr 02 23:22:40 +0000 2018,RT @ron7227: @rolandsmartin @EugeneMcCarty @Realjeanguy @RealCandaceO @TPUSA @FoxNews @TJMShow @MichaelSteele I’ll bet Hannity would be wil…,0.0,0.0,0.0,1.0
331,@FoxNews,Mon Apr 02 23:22:40 +0000 2018,@FoxNews Nope not happening! You’re just a loser!,-0.6103,0.0,0.399,0.601
332,@FoxNews,Mon Apr 02 23:22:39 +0000 2018,RT @Molanlave: Dems stalling on DACA awaiting caravans of illegal future recipients to cross Mexico to breach our souther border. Don’t let…,-0.6597,0.0,0.213,0.787
333,@FoxNews,Mon Apr 02 23:22:39 +0000 2018,@FoxNews Did the guy who shot up that school bring athe fun in his back pack?,0.5106,0.18,0.0,0.82
334,@FoxNews,Mon Apr 02 23:22:39 +0000 2018,RT @SIIA_US: Thank you @newtgingrich @FoxNews for recognizing the pain of #H4Dreamers while their parents wait in a #70yearsGreenCardBacklo…,-0.2023,0.115,0.151,0.734
335,@FoxNews,Mon Apr 02 23:22:39 +0000 2018,RT @GinnyMiata: @RealSaavedra @A1lilDog I love this! Thank you @FoxNews!,0.8252,0.522,0.0,0.478
336,@FoxNews,Mon Apr 02 23:22:39 +0000 2018,@Treyintexas3 @realDonaldTrump @FoxNews That's your president.Wouldn't ever let Bill Clinton off for what he did in… https://t.co/93PpFQdHw2,0.0,0.0,0.0,1.0
337,@FoxNews,Mon Apr 02 23:22:39 +0000 2018,"RT @HoarseWisperer: I take this as a challenge. 

You wanna carry a host with no advertisers, .@FoxNews?

We’ll see how long your principle…",-0.2263,0.06,0.102,0.837
338,@FoxNews,Mon Apr 02 23:22:39 +0000 2018,RT @MAGAALLTHEWAY: Statement from Jack Abernethy the Co president for @FoxNews in regards to @IngrahamAngle: https://t.co/7ZFdkU2Bk4,0.0,0.0,0.0,1.0
339,@FoxNews,Mon Apr 02 23:22:38 +0000 2018,@BrutalVeracity @DonnaWe51549635 @Eagle50425849 @Icon99558924 @JLadstone @OhRoyalOne @shaistasalam1 @JSinghF… https://t.co/5w6JLfF4kG,0.0,0.0,0.0,1.0
340,@FoxNews,Mon Apr 02 23:22:38 +0000 2018,@FoxNews I want her to be eaten by a pack of wild squirrels.,0.0772,0.115,0.0,0.885
341,@FoxNews,Mon Apr 02 23:22:38 +0000 2018,@bristei @FoxNews @IngrahamAngle I wonder if Laura's children have ever had to survive a school massacre only to be… https://t.co/WGvSjH9LL4,0.0,0.0,0.0,1.0
342,@FoxNews,Mon Apr 02 23:22:38 +0000 2018,@ProudLiberal11 @FoxNews @POTUS  https://t.co/9ykRYBzviY,0.0,0.0,0.0,1.0
343,@FoxNews,Mon Apr 02 23:22:37 +0000 2018,"RT @realMikeLindell: I did not take my advertising down from @IngrahamAngle and @FoxNews, nor do I intend to. @seanhannity",0.0,0.0,0.0,1.0
344,@FoxNews,Mon Apr 02 23:22:37 +0000 2018,@lifeandstuff247 @julissaarce @marthamaccallum @FoxNews @realDonaldTrump She’s not the one to do it that’s for sure… https://t.co/AD3F5Kxdvl,0.0,0.0,0.0,1.0
345,@FoxNews,Mon Apr 02 23:22:37 +0000 2018,RT @OMGno2trump: OMG #MAGA. This is pure stupid and disinformation.  TRUMP PERSONALLY KILLED DACA by executive order in 2017 because it was…,-0.8636,0.0,0.302,0.698
346,@FoxNews,Mon Apr 02 23:22:36 +0000 2018,@FoxNews Hahaha ?,0.5574,0.783,0.0,0.217
347,@FoxNews,Mon Apr 02 23:22:36 +0000 2018,RT @casey4700: @FoxNews I wonder if a group of 1200 or more americans met them at the border to stop them who would be arrested the america…,-0.6486,0.0,0.187,0.813
348,@FoxNews,Mon Apr 02 23:22:35 +0000 2018,"@Marc28828576 @FoxNews Ask the sold out venues she sold this past month, they'll know.",0.0,0.0,0.0,1.0
349,@FoxNews,Mon Apr 02 23:22:35 +0000 2018,RT @SL1733: VICTORY! Fox News Stands By Laura Ingraham; Slams David Hogg Led Boycott as 'Agenda-Driven Intimidation' https://t.co/r4Sxys63X…,-0.6588,0.0,0.252,0.748
350,@FoxNews,Mon Apr 02 23:22:35 +0000 2018,"@FoxNews @Richardafowler Right, Richard!  Dreamers call ""Our way or the Highway"" NEGOTIATING!  Besides, the issue o… https://t.co/BGho4e5Z7J",0.0,0.0,0.0,1.0
351,@FoxNews,Mon Apr 02 23:22:34 +0000 2018,RT @kimT9410: @FoxNews Trump and Ivanka both sell their product on Amazon.,0.1779,0.134,0.0,0.866
352,@FoxNews,Mon Apr 02 23:22:34 +0000 2018,@realMikeLindell @IngrahamAngle @FoxNews @seanhannity I'll be buying a couple of your pillows. Thank you for being a good human being.,0.6597,0.252,0.0,0.748
353,@FoxNews,Mon Apr 02 23:22:34 +0000 2018,"RT @realMikeLindell: I did not take my advertising down from @IngrahamAngle and @FoxNews, nor do I intend to. @seanhannity",0.0,0.0,0.0,1.0
354,@FoxNews,Mon Apr 02 23:22:33 +0000 2018,RT @DMR4USSenateCA: @FoxNews Who is he kidding?,0.1027,0.189,0.0,0.811
355,@FoxNews,Mon Apr 02 23:22:33 +0000 2018,RT @RodStryker: @MAGANinaJo @MikeTokes @Education4Libs @GovMikeHuckabee @FoxNews @Thomas1774Paine @TuckerCarlson @charliekirk11 @marklevins…,0.0,0.0,0.0,1.0
356,@FoxNews,Mon Apr 02 23:22:33 +0000 2018,"RT @mmenzel765: Dear FOX News, You’re the number 1 cable news network. ACT LIKE IT! Stop letting Media Matters and a teenage bully @davidho…",0.2789,0.285,0.18,0.535
357,@FoxNews,Mon Apr 02 23:22:32 +0000 2018,"RT @rkotinsky: Rainbows Time - 4 -2 -2018 - Durant Florida 

https://t.co/OSyNcBLRH7 

  @StormHour @PaulFox13 @FloridianCreat1 @bn9weather…",0.0,0.0,0.0,1.0
358,@FoxNews,Mon Apr 02 23:22:32 +0000 2018,"RT @FoxNews: .@kimguilfoyle: “@POTUS didn’t kill DACA…I think the Democrats killed it, and people who were too entrenched in their own poli…",-0.8807,0.0,0.315,0.685
359,@FoxNews,Mon Apr 02 23:22:32 +0000 2018,Is anyone surprised @FoxNews supports @IngrahamAngle? Everyone at Fox cums whenever kids are killed in schools. Why… https://t.co/Y8uOlOtaTn,-0.2732,0.184,0.188,0.628
360,@FoxNews,Mon Apr 02 23:22:32 +0000 2018,"@FoxNews No, Kathy, it cannot happen to me. I'm not even 1/1000th as vile as you.",-0.743,0.0,0.31,0.69
361,@FoxNews,Mon Apr 02 23:22:31 +0000 2018,"@realMikeLindell @IngrahamAngle @FoxNews @seanhannity Good for you ,i just bought some of your pillows from Bed,Bat… https://t.co/jrsdsVWMU7",0.4404,0.153,0.0,0.847
362,@FoxNews,Mon Apr 02 23:22:31 +0000 2018,RT @retiredairforce: @FoxNews Now tell us another one Ambassador. If you were so concerned about a secure border with the US you would have…,0.3947,0.108,0.0,0.892
363,@FoxNews,Mon Apr 02 23:22:31 +0000 2018,RT @OMGno2trump: Let me explain what Trump really means here.  Going with the so called nuclear option means going to single party rule.  I…,0.4019,0.105,0.0,0.895
364,@FoxNews,Mon Apr 02 23:22:31 +0000 2018,@jurgmeister @FoxNews Seems like a strong case of NIMBY...,0.7003,0.492,0.0,0.508
365,@FoxNews,Mon Apr 02 23:22:30 +0000 2018,"RT @realMikeLindell: I did not take my advertising down from @IngrahamAngle and @FoxNews, nor do I intend to. @seanhannity",0.0,0.0,0.0,1.0
366,@FoxNews,Mon Apr 02 23:22:30 +0000 2018,"RT @realMikeLindell: I did not take my advertising down from @IngrahamAngle and @FoxNews, nor do I intend to. @seanhannity",0.0,0.0,0.0,1.0
367,@FoxNews,Mon Apr 02 23:22:30 +0000 2018,"RT @AnthemRespect: ????????????
FOX NEWS STANDS WITH LAURA

@FoxNews @IngrahamAngle 
???????????
#IstandWithLaura
#BoycottTheBoycotters 

#…",0.0,0.0,0.0,1.0
